config_key,assignment_policy_key,assignment_method,span_bonus_weight,background_mode,top_k,separation_profile,time_offset_family,candidate_budget,min_x_separation_mm,case_count,assigned_case_count,all_truth_case_count,unique_all_truth_case_count,unique_target0_hit_count,unique_target1_hit_count,unique_target2_hit_count,mean_unique_truth_hit_count,mean_elapsed_time_s
mean_top80_distinct20_baseline,top10_minx12_span0p5,span0p5,0.5,mean,80,distinct20,baseline,10,12.0,12,12,0,0,5,2,5,1.0,0.00010099013646443684
mean_top80_distinct20_baseline,top10_minx12_span1,span1,1.0,mean,80,distinct20,baseline,10,12.0,12,12,0,0,4,2,6,1.0,0.00010039409001668294
mean_top80_moderate12_baseline,top10_minx12,score,0.0,mean,80,moderate12,baseline,10,12.0,12,12,0,0,0,8,4,1.0,7.808208465576172e-05
median_top20_moderate12_wide,top10_minx12_span2,span2,2.0,median,20,moderate12,wide,10,12.0,12,12,0,0,0,6,6,1.0,8.511543273925781e-05
median_top40_moderate12_wide,top10_minx12_span2,span2,2.0,median,40,moderate12,wide,10,12.0,12,12,0,0,0,6,6,1.0,8.587042490641276e-05
median_top80_moderate12_wide,top10_minx12_span2,span2,2.0,median,80,moderate12,wide,10,12.0,12,12,0,0,0,6,6,1.0,8.481740951538086e-05
none_top20_distinct20_baseline,top10_minx12,score,0.0,none,20,distinct20,baseline,10,12.0,12,12,1,0,1,4,7,1.0,8.50359598795573e-05
none_top20_distinct20_single667,top10_minx12_span1,span1,1.0,none,20,distinct20,single667,10,12.0,12,12,0,0,4,5,3,1.0,0.00010613600413004558
none_top40_distinct20_baseline,top10_minx12,score,0.0,none,40,distinct20,baseline,10,12.0,12,12,1,0,1,4,7,1.0,8.614857991536458e-05
none_top40_distinct20_single667,top10_minx12_span1,span1,1.0,none,40,distinct20,single667,10,12.0,12,12,0,0,4,5,3,1.0,0.00010669231414794922
none_top80_distinct20_baseline,top10_minx12,score,0.0,none,80,distinct20,baseline,10,12.0,12,12,1,0,1,4,7,1.0,8.283058802286784e-05
none_top80_distinct20_single667,top10_minx12_span1,span1,1.0,none,80,distinct20,single667,10,12.0,12,12,0,0,4,5,3,1.0,0.00010659297307332356
mean_top20_distinct20_baseline,top10_minx20_span0p5,span0p5,0.5,mean,20,distinct20,baseline,10,20.0,12,12,0,0,5,2,5,1.0,9.387731552124023e-05
mean_top20_distinct20_wide,top10_minx20,score,0.0,mean,20,distinct20,wide,10,20.0,12,12,0,0,3,3,6,1.0,7.812182108561198e-05
mean_top20_distinct20_wide,top10_minx20_span0p5,span0p5,0.5,mean,20,distinct20,wide,10,20.0,12,12,0,0,6,1,5,1.0,8.900960286458333e-05
mean_top40_distinct20_baseline,top10_minx20_span0p5,span0p5,0.5,mean,40,distinct20,baseline,10,20.0,12,12,0,0,5,2,5,1.0,9.429454803466797e-05
mean_top40_distinct20_wide,top10_minx20,score,0.0,mean,40,distinct20,wide,10,20.0,12,12,0,0,3,3,6,1.0,7.806221644083659e-05
mean_top40_distinct20_wide,top10_minx20_span0p5,span0p5,0.5,mean,40,distinct20,wide,10,20.0,12,12,0,0,6,1,5,1.0,8.873144785563151e-05
mean_top80_distinct20_baseline,top10_minx20_span0p5,span0p5,0.5,mean,80,distinct20,baseline,10,20.0,12,12,0,0,5,2,5,1.0,9.467204411824544e-05
mean_top80_distinct20_wide,top10_minx20,score,0.0,mean,80,distinct20,wide,10,20.0,12,12,0,0,3,3,6,1.0,7.776419321695964e-05
mean_top80_distinct20_wide,top10_minx20_span0p5,span0p5,0.5,mean,80,distinct20,wide,10,20.0,12,12,0,0,6,1,5,1.0,8.88506571451823e-05
median_top20_moderate12_baseline,top10_minx20_span1,span1,1.0,median,20,moderate12,baseline,10,20.0,12,10,0,0,3,4,5,1.0,7.241964340209961e-05
median_top40_moderate12_baseline,top10_minx20_span1,span1,1.0,median,40,moderate12,baseline,10,20.0,12,10,0,0,3,4,5,1.0,7.277727127075195e-05
median_top80_moderate12_baseline,top10_minx20_span1,span1,1.0,median,80,moderate12,baseline,10,20.0,12,10,0,0,3,4,5,1.0,7.257858912150066e-05
none_top20_distinct20_baseline,top10_minx20_span1,span1,1.0,none,20,distinct20,baseline,10,20.0,12,12,0,0,3,2,7,1.0,9.294350941975911e-05
none_top20_distinct20_single667,top10_minx20_span1,span1,1.0,none,20,distinct20,single667,10,20.0,12,12,0,0,4,5,3,1.0,9.926160176595052e-05
none_top20_moderate12_baseline,top10_minx20,score,0.0,none,20,moderate12,baseline,10,20.0,12,9,0,0,3,3,6,1.0,6.930033365885417e-05
none_top20_moderate12_baseline,top10_minx20_span0p5,span0p5,0.5,none,20,moderate12,baseline,10,20.0,12,9,0,0,3,2,7,1.0,7.156531016031901e-05
none_top40_distinct20_baseline,top10_minx20_span1,span1,1.0,none,40,distinct20,baseline,10,20.0,12,12,0,0,3,2,7,1.0,9.399652481079102e-05
none_top40_distinct20_single667,top10_minx20_span1,span1,1.0,none,40,distinct20,single667,10,20.0,12,12,0,0,4,5,3,1.0,9.936094284057617e-05
none_top40_moderate12_baseline,top10_minx20,score,0.0,none,40,moderate12,baseline,10,20.0,12,9,0,0,3,3,6,1.0,6.790955861409505e-05
none_top40_moderate12_baseline,top10_minx20_span0p5,span0p5,0.5,none,40,moderate12,baseline,10,20.0,12,9,0,0,3,2,7,1.0,7.027387619018555e-05
none_top80_distinct20_baseline,top10_minx20_span1,span1,1.0,none,80,distinct20,baseline,10,20.0,12,12,0,0,3,2,7,1.0,9.310245513916016e-05
none_top80_distinct20_single667,top10_minx20_span1,span1,1.0,none,80,distinct20,single667,10,20.0,12,12,0,0,4,5,3,1.0,0.00010053316752115886
none_top80_moderate12_baseline,top10_minx20,score,0.0,none,80,moderate12,baseline,10,20.0,12,9,0,0,3,3,6,1.0,6.842613220214844e-05
none_top80_moderate12_baseline,top10_minx20_span0p5,span0p5,0.5,none,80,moderate12,baseline,10,20.0,12,9,0,0,3,2,7,1.0,6.97175661722819e-05
mean_top20_dense4_baseline,top20_minx8_span1,span1,1.0,mean,20,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005964835484822592
mean_top20_dense4_baseline,top20_minx8_span2,span2,2.0,mean,20,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005962649981180826
mean_top20_distinct20_baseline,top20_minx8,score,0.0,mean,20,distinct20,baseline,20,8.0,12,12,0,0,2,4,6,1.0,0.0003852248191833496
mean_top20_moderate12_baseline,top20_minx8_span0p5,span0p5,0.5,mean,20,moderate12,baseline,20,8.0,12,12,0,0,3,5,4,1.0,0.0009365876515706381
mean_top40_dense4_baseline,top20_minx8_span1,span1,1.0,mean,40,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0006021658579508463
mean_top40_dense4_baseline,top20_minx8_span2,span2,2.0,mean,40,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005992253621419271
mean_top40_distinct20_baseline,top20_minx8,score,0.0,mean,40,distinct20,baseline,20,8.0,12,12,0,0,2,4,6,1.0,0.00038560231526692707
mean_top40_moderate12_baseline,top20_minx8_span0p5,span0p5,0.5,mean,40,moderate12,baseline,20,8.0,12,12,0,0,3,5,4,1.0,0.0009415547053019205
mean_top80_dense4_baseline,top20_minx8_span1,span1,1.0,mean,80,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0006033976872762045
mean_top80_dense4_baseline,top20_minx8_span2,span2,2.0,mean,80,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0006007750829060873
mean_top80_distinct20_baseline,top20_minx8,score,0.0,mean,80,distinct20,baseline,20,8.0,12,12,0,0,2,4,6,1.0,0.00038367509841918945
mean_top80_moderate12_baseline,top20_minx8_span0p5,span0p5,0.5,mean,80,moderate12,baseline,20,8.0,12,12,0,0,3,5,4,1.0,0.0009408195813496908
median_top20_dense4_baseline,top20_minx8,score,0.0,median,20,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005731781323750814
median_top20_dense4_baseline,top20_minx8_span0p5,span0p5,0.5,median,20,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005877017974853516
median_top20_dense4_baseline,top20_minx8_span1,span1,1.0,median,20,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005858937899271647
median_top20_dense4_wide,top20_minx8,score,0.0,median,20,dense4,wide,20,8.0,12,11,0,0,0,8,4,1.0,0.0005686680475870768
median_top20_distinct20_wide,top20_minx8_span0p5,span0p5,0.5,median,20,distinct20,wide,20,8.0,12,12,1,0,3,3,6,1.0,0.00048804283142089844
median_top40_dense4_baseline,top20_minx8,score,0.0,median,40,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005727012952168783
median_top40_dense4_baseline,top20_minx8_span0p5,span0p5,0.5,median,40,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005899270375569662
median_top40_dense4_baseline,top20_minx8_span1,span1,1.0,median,40,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005915164947509766
median_top40_dense4_wide,top20_minx8,score,0.0,median,40,dense4,wide,20,8.0,12,11,0,0,0,8,4,1.0,0.0005622108777364095
median_top40_distinct20_wide,top20_minx8_span0p5,span0p5,0.5,median,40,distinct20,wide,20,8.0,12,12,1,0,3,3,6,1.0,0.00048593680063883465
median_top80_dense4_baseline,top20_minx8,score,0.0,median,80,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005727410316467285
median_top80_dense4_baseline,top20_minx8_span0p5,span0p5,0.5,median,80,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.000596006711324056
median_top80_dense4_baseline,top20_minx8_span1,span1,1.0,median,80,dense4,baseline,20,8.0,12,12,0,0,0,8,4,1.0,0.0005916555722554525
median_top80_dense4_wide,top20_minx8,score,0.0,median,80,dense4,wide,20,8.0,12,11,0,0,0,8,4,1.0,0.0005628267923990885
median_top80_distinct20_wide,top20_minx8_span0p5,span0p5,0.5,median,80,distinct20,wide,20,8.0,12,12,1,0,3,3,6,1.0,0.00047602256139119464
none_top20_distinct20_baseline,top20_minx8_span1,span1,1.0,none,20,distinct20,baseline,20,8.0,12,12,1,0,2,3,7,1.0,0.00038892030715942383
none_top20_distinct20_single667,top20_minx8_span1,span1,1.0,none,20,distinct20,single667,20,8.0,12,12,0,0,4,5,3,1.0,0.0005834698677062988
none_top40_distinct20_baseline,top20_minx8_span1,span1,1.0,none,40,distinct20,baseline,20,8.0,12,12,1,0,2,3,7,1.0,0.00039124488830566406
none_top40_distinct20_single667,top20_minx8_span1,span1,1.0,none,40,distinct20,single667,20,8.0,12,12,0,0,4,5,3,1.0,0.0005878607432047526
none_top80_distinct20_baseline,top20_minx8_span1,span1,1.0,none,80,distinct20,baseline,20,8.0,12,12,1,0,2,3,7,1.0,0.00039257605870564777
none_top80_distinct20_single667,top20_minx8_span1,span1,1.0,none,80,distinct20,single667,20,8.0,12,12,0,0,4,5,3,1.0,0.0005869468053181967
mean_top20_moderate12_baseline,top20_minx12_span0p5,span0p5,0.5,mean,20,moderate12,baseline,20,12.0,12,12,0,0,3,5,4,1.0,0.0008620222409566244
mean_top20_moderate12_baseline,top20_minx12_span1,span1,1.0,mean,20,moderate12,baseline,20,12.0,12,12,0,0,4,3,5,1.0,0.0008660356203715006
mean_top40_moderate12_baseline,top20_minx12_span0p5,span0p5,0.5,mean,40,moderate12,baseline,20,12.0,12,12,0,0,3,5,4,1.0,0.0008747577667236328
mean_top40_moderate12_baseline,top20_minx12_span1,span1,1.0,mean,40,moderate12,baseline,20,12.0,12,12,0,0,4,3,5,1.0,0.0008704066276550293
mean_top80_moderate12_baseline,top20_minx12_span0p5,span0p5,0.5,mean,80,moderate12,baseline,20,12.0,12,12,0,0,3,5,4,1.0,0.0008752346038818359
mean_top80_moderate12_baseline,top20_minx12_span1,span1,1.0,mean,80,moderate12,baseline,20,12.0,12,12,0,0,4,3,5,1.0,0.000874479611714681
median_top20_dense4_wide,top20_minx12,score,0.0,median,20,dense4,wide,20,12.0,12,10,0,0,0,8,4,1.0,0.0005346139272054037
median_top20_distinct20_wide,top20_minx12_span0p5,span0p5,0.5,median,20,distinct20,wide,20,12.0,12,12,1,0,3,3,6,1.0,0.0004755457242329915
median_top40_dense4_wide,top20_minx12,score,0.0,median,40,dense4,wide,20,12.0,12,10,0,0,0,8,4,1.0,0.0005274613698323568
median_top40_distinct20_wide,top20_minx12_span0p5,span0p5,0.5,median,40,distinct20,wide,20,12.0,12,12,1,0,3,3,6,1.0,0.000476221243540446
median_top80_dense4_wide,top20_minx12,score,0.0,median,80,dense4,wide,20,12.0,12,10,0,0,0,8,4,1.0,0.0005321502685546875
median_top80_distinct20_wide,top20_minx12_span0p5,span0p5,0.5,median,80,distinct20,wide,20,12.0,12,12,1,0,3,3,6,1.0,0.0004649957021077474
none_top20_distinct20_baseline,top20_minx12,score,0.0,none,20,distinct20,baseline,20,12.0,12,12,1,0,1,4,7,1.0,0.0002924402554829915
none_top20_distinct20_single667,top20_minx12_span1,span1,1.0,none,20,distinct20,single667,20,12.0,12,12,0,0,4,5,3,1.0,0.0005616148312886556
none_top40_distinct20_baseline,top20_minx12,score,0.0,none,40,distinct20,baseline,20,12.0,12,12,1,0,1,4,7,1.0,0.0002942085266113281
none_top40_distinct20_single667,top20_minx12_span1,span1,1.0,none,40,distinct20,single667,20,12.0,12,12,0,0,4,5,3,1.0,0.0005601247151692709
none_top80_distinct20_baseline,top20_minx12,score,0.0,none,80,distinct20,baseline,20,12.0,12,12,1,0,1,4,7,1.0,0.00029335419336954754
none_top80_distinct20_single667,top20_minx12_span1,span1,1.0,none,80,distinct20,single667,20,12.0,12,12,0,0,4,5,3,1.0,0.0005619525909423828
mean_top20_distinct20_baseline,top20_minx20_span0p5,span0p5,0.5,mean,20,distinct20,baseline,20,20.0,12,12,0,0,5,2,5,1.0,0.0004418492317199707
mean_top20_distinct20_wide,top20_minx20,score,0.0,mean,20,distinct20,wide,20,20.0,12,12,0,0,3,3,6,1.0,0.0003706018129984538
mean_top20_moderate12_wide,top20_minx20,score,0.0,mean,20,moderate12,wide,20,20.0,12,12,0,0,1,6,5,1.0,0.0006013711293538412
mean_top20_moderate12_wide,top20_minx20_span0p5,span0p5,0.5,mean,20,moderate12,wide,20,20.0,12,12,0,0,3,4,5,1.0,0.0006740490595499674
mean_top40_distinct20_baseline,top20_minx20_span0p5,span0p5,0.5,mean,40,distinct20,baseline,20,20.0,12,12,0,0,5,2,5,1.0,0.00044407447179158527
mean_top40_distinct20_wide,top20_minx20,score,0.0,mean,40,distinct20,wide,20,20.0,12,12,0,0,3,3,6,1.0,0.00037334362665812176
mean_top40_moderate12_wide,top20_minx20,score,0.0,mean,40,moderate12,wide,20,20.0,12,12,0,0,1,6,5,1.0,0.0006011128425598145
mean_top40_moderate12_wide,top20_minx20_span0p5,span0p5,0.5,mean,40,moderate12,wide,20,20.0,12,12,0,0,3,4,5,1.0,0.000673969586690267
mean_top80_distinct20_baseline,top20_minx20_span0p5,span0p5,0.5,mean,80,distinct20,baseline,20,20.0,12,12,0,0,5,2,5,1.0,0.00044095516204833984
mean_top80_distinct20_wide,top20_minx20,score,0.0,mean,80,distinct20,wide,20,20.0,12,12,0,0,3,3,6,1.0,0.00037215153376261395
mean_top80_moderate12_wide,top20_minx20,score,0.0,mean,80,moderate12,wide,20,20.0,12,12,0,0,1,6,5,1.0,0.0006029804547627767
mean_top80_moderate12_wide,top20_minx20_span0p5,span0p5,0.5,mean,80,moderate12,wide,20,20.0,12,12,0,0,3,4,5,1.0,0.0006736119588216146
none_top20_distinct20_single667,top20_minx20_span1,span1,1.0,none,20,distinct20,single667,20,20.0,12,12,0,0,4,5,3,1.0,0.000521242618560791
none_top20_moderate12_baseline,top20_minx20_span2,span2,2.0,none,20,moderate12,baseline,20,20.0,12,12,0,0,1,2,9,1.0,0.000697632630666097
none_top40_distinct20_single667,top20_minx20_span1,span1,1.0,none,40,distinct20,single667,20,20.0,12,12,0,0,4,5,3,1.0,0.0005181829134623209
none_top40_moderate12_baseline,top20_minx20_span2,span2,2.0,none,40,moderate12,baseline,20,20.0,12,12,0,0,1,2,9,1.0,0.000700533390045166
none_top80_distinct20_single667,top20_minx20_span1,span1,1.0,none,80,distinct20,single667,20,20.0,12,12,0,0,4,5,3,1.0,0.0005206267038981119
none_top80_moderate12_baseline,top20_minx20_span2,span2,2.0,none,80,moderate12,baseline,20,20.0,12,12,0,0,1,2,9,1.0,0.0006989638010660807
mean_top20_dense4_baseline,top40_minx8_span1,span1,1.0,mean,20,dense4,baseline,40,8.0,12,12,0,0,0,8,4,1.0,0.0005948543548583984
mean_top20_dense4_baseline,top40_minx8_span2,span2,2.0,mean,20,dense4,baseline,40,8.0,12,12,0,0,0,8,4,1.0,0.0005973180135091146
mean_top20_distinct20_baseline,top40_minx8,score,0.0,mean,20,distinct20,baseline,40,8.0,12,12,0,0,2,4,6,1.0,0.000383913516998291
mean_top20_moderate12_baseline,top40_minx8_span0p5,span0p5,0.5,mean,20,moderate12,baseline,40,8.0,12,12,0,0,3,5,4,1.0,0.0009343822797139486
mean_top40_dense4_baseline,top40_minx8_span0p5,span0p5,0.5,mean,40,dense4,baseline,40,8.0,12,12,0,0,3,5,4,1.0,0.0059675176938374834
mean_top40_dense4_baseline,top40_minx8_span1,span1,1.0,mean,40,dense4,baseline,40,8.0,12,12,0,0,3,5,4,1.0,0.005959868431091309
mean_top40_distinct20_baseline,top40_minx8,score,0.0,mean,40,distinct20,baseline,40,8.0,12,12,0,0,2,4,6,1.0,0.00038387378056844074
mean_top40_moderate12_baseline,top40_minx8_span0p5,span0p5,0.5,mean,40,moderate12,baseline,40,8.0,12,12,0,0,3,5,4,1.0,0.004530211289723714
mean_top80_dense4_baseline,top40_minx8_span0p5,span0p5,0.5,mean,80,dense4,baseline,40,8.0,12,12,0,0,3,5,4,1.0,0.005961120128631592
mean_top80_dense4_baseline,top40_minx8_span1,span1,1.0,mean,80,dense4,baseline,40,8.0,12,12,0,0,3,5,4,1.0,0.005941768487294515
mean_top80_distinct20_baseline,top40_minx8,score,0.0,mean,80,distinct20,baseline,40,8.0,12,12,0,0,2,4,6,1.0,0.00038375457127888996
mean_top80_moderate12_baseline,top40_minx8_span0p5,span0p5,0.5,mean,80,moderate12,baseline,40,8.0,12,12,0,0,3,5,4,1.0,0.00452113151550293
median_top20_dense4_baseline,top40_minx8,score,0.0,median,20,dense4,baseline,40,8.0,12,12,0,0,0,8,4,1.0,0.0005570451418558756
median_top20_dense4_baseline,top40_minx8_span0p5,span0p5,0.5,median,20,dense4,baseline,40,8.0,12,12,0,0,0,8,4,1.0,0.000587165355682373
median_top20_dense4_baseline,top40_minx8_span1,span1,1.0,median,20,dense4,baseline,40,8.0,12,12,0,0,0,8,4,1.0,0.0005840659141540527
median_top20_dense4_wide,top40_minx8,score,0.0,median,20,dense4,wide,40,8.0,12,11,0,0,0,8,4,1.0,0.0005574822425842285
median_top20_distinct20_wide,top40_minx8_span0p5,span0p5,0.5,median,20,distinct20,wide,40,8.0,12,12,1,0,3,3,6,1.0,0.00048470497131347656
median_top40_dense4_baseline,top40_minx8,score,0.0,median,40,dense4,baseline,40,8.0,12,12,0,0,0,8,4,1.0,0.005233387152353923
median_top40_distinct20_wide,top40_minx8_span0p5,span0p5,0.5,median,40,distinct20,wide,40,8.0,12,12,1,0,3,3,6,1.0,0.0004878838857014974
median_top80_dense4_baseline,top40_minx8,score,0.0,median,80,dense4,baseline,40,8.0,12,12,0,0,0,8,4,1.0,0.005231797695159912
median_top80_distinct20_wide,top40_minx8_span0p5,span0p5,0.5,median,80,distinct20,wide,40,8.0,12,12,1,0,3,3,6,1.0,0.0004718303680419922
none_top20_distinct20_baseline,top40_minx8_span1,span1,1.0,none,20,distinct20,baseline,40,8.0,12,12,1,0,2,3,7,1.0,0.0003935893376668294
none_top20_distinct20_single667,top40_minx8_span1,span1,1.0,none,20,distinct20,single667,40,8.0,12,12,0,0,4,5,3,1.0,0.0005873839060465494
none_top40_distinct20_baseline,top40_minx8_span1,span1,1.0,none,40,distinct20,baseline,40,8.0,12,12,1,0,2,3,7,1.0,0.00039066871007283527
none_top40_distinct20_single667,top40_minx8_span1,span1,1.0,none,40,distinct20,single667,40,8.0,12,12,0,0,4,5,3,1.0,0.0005839864412943522
none_top40_moderate12_baseline,top40_minx8_span2,span2,2.0,none,40,moderate12,baseline,40,8.0,12,12,0,0,0,4,8,1.0,0.004400193691253662
none_top80_distinct20_baseline,top40_minx8_span1,span1,1.0,none,80,distinct20,baseline,40,8.0,12,12,1,0,2,3,7,1.0,0.0003941059112548828
none_top80_distinct20_single667,top40_minx8_span1,span1,1.0,none,80,distinct20,single667,40,8.0,12,12,0,0,4,5,3,1.0,0.0005898873011271158
none_top80_moderate12_baseline,top40_minx8_span2,span2,2.0,none,80,moderate12,baseline,40,8.0,12,12,0,0,0,4,8,1.0,0.004418512185414632
mean_top20_moderate12_baseline,top40_minx12_span0p5,span0p5,0.5,mean,20,moderate12,baseline,40,12.0,12,12,0,0,3,5,4,1.0,0.000869909922281901
mean_top20_moderate12_baseline,top40_minx12_span1,span1,1.0,mean,20,moderate12,baseline,40,12.0,12,12,0,0,4,3,5,1.0,0.000869592030843099
mean_top40_dense4_baseline,top40_minx12,score,0.0,mean,40,dense4,baseline,40,12.0,12,12,0,0,0,6,6,1.0,0.004773259162902832
mean_top40_dense4_wide,top40_minx12,score,0.0,mean,40,dense4,wide,40,12.0,12,12,0,0,0,6,6,1.0,0.004620412985483806
mean_top40_dense4_wide,top40_minx12_span0p5,span0p5,0.5,mean,40,dense4,wide,40,12.0,12,12,0,0,0,6,6,1.0,0.004822035630544026
